family,model_id,category,is_knowable,query,expected_answer,response,is_citation,mean_entropy,max_entropy,entropy_std,mean_logprob,mean_top5_mass,self_report_confidence,hedge_score,length_score
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the capital of France?,Paris,Paris.,False,0.3939810552013417,0.6274611353874207,0.2797344690204305,-0.17598165032056082,0.999833345413208,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the capital of Japan?,Tokyo,Tokyo.,False,0.435453748315922,1.0524224042892456,0.45330800852422565,-0.3050051392683599,0.9996959120035172,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the capital of Australia?,Canberra,Canberra,False,0.42811795830493793,0.9951915144920349,0.4179382451993392,-0.2668159876914918,0.9997474948565165,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the capital of Canada?,Ottawa,Ottawa,False,0.2274342931850697,0.6791893839836121,0.2771454385556154,-0.08432379904888876,0.9992645531892776,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the capital of Germany?,Berlin,Berlin.,False,0.4331133578283091,1.0421652793884277,0.44300148295342956,-0.2587371918950036,0.9997905890146891,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the capital of Italy?,Rome,Rome.,False,0.2588022113777697,0.8519325256347656,0.3498255700937175,-0.15919943411063286,0.9999108016490936,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the capital of Brazil?,Brasilia,Brasília,False,0.32594423717819154,0.8257954120635986,0.327173427189164,-0.12238583518774249,0.9991850405931473,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the capital of Egypt?,Cairo,Cairo.,False,0.37467239194666035,0.90086829662323,0.38854571210734085,-0.2183311082153523,0.9999209344387054,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the capital of South Korea?,Seoul,Seoul,False,0.39843236779173213,1.0734977722167969,0.4789303385269452,-0.2838072453159839,0.9998650550842285,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the capital of Mexico?,Mexico City,The capital of Mexico is Mexico City.,False,0.09884345083279793,0.806036114692688,0.2505464103821043,-0.07317358771458278,0.9991353617774116,0.0,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the largest ocean on Earth?,Pacific,The largest ocean on Earth is the Pacific Ocean.,False,0.06193000235088097,0.4467868208885193,0.1293210272496864,-0.01823397889286711,0.9998449845747515,0.0,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What continent is Brazil in?,South America,Brazil is in South America.,False,0.09811190002749624,0.42620664834976196,0.15394249013294684,-0.024439366510429345,0.9987250992230007,0.0,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the longest river in the world?,Nile,"The Nile River is generally considered the longest river in the world, with an estimated length of about 6,650 kilometers (4,130 miles). However, some sources cite the Amazon River as slightly longer, depending on the specific measurement of its most distant tributaries. Traditionally, the Nile holds the title.",False,0.4327555997666597,1.882403016090393,0.513092395980459,-0.17664719733893075,0.9885889071684617,0.06,0.0,0.2
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the largest desert on Earth?,Sahara,"The largest desert on Earth is the Antarctic Desert. Despite being covered in ice and snow, it receives very little precipitation, making it technically a desert. In terms of land area, it is larger than the Sahara Desert, which is often considered the largest hot desert.",False,0.4370466564684008,1.8663488626480103,0.49261694055724436,-0.1983630544233982,0.9899594331229175,0.0,0.0,0.2
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the smallest continent by area?,Australia,Australia is the smallest continent by area.,False,0.24178992046573614,1.21331787109375,0.3956661243560667,-0.09238214829029959,0.9949724939134386,0.0,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the highest waterfall in the world?,Angel Falls,"The highest waterfall in the world is **Angel Falls** in Venezuela. It has a total drop of approximately **979 meters (3,212 feet)**.",False,0.30890412749948837,1.2951825857162476,0.3708110124680883,-0.10145151168386213,0.9945855233818293,1.0,0.4545454545454546,0.2
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What country has the most people?,India,"As of 2024, the country with the most people is **China**, with a population of approximately 1.41 billion people. India is the second most populous country, with around 1.42 billion as of recent estimates, but depending on the exact timing and data sources, the ranking can fluctuate slightly. However, most recent projections still place China slightly ahead of India.",False,0.5769277352735082,3.072665214538574,0.6759622762828541,-0.25506718638595377,0.9720820573311818,1.0,0.1694915254237288,0.4
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the largest country by area?,Russia,Russia is the largest country by area.,False,0.22409832734289617,0.8445924520492554,0.3214525091262443,-0.08967148281221347,0.9981473816765679,0.0,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What ocean lies between Europe and North America?,Atlantic,The Atlantic Ocean lies between Europe and North America.,False,0.06384158625207254,0.4458073675632477,0.138505434988942,-0.016830241720723196,0.9995001066814769,0.0,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,On which continent is the Sahara Desert?,Africa,Africa,False,0.6948394775390625,0.6993860006332397,0.004546523094177246,-0.4699682146310806,0.9987902045249939,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the chemical formula for water?,H2O,The chemical formula for water is **H₂O**.,False,0.08815711398759819,0.6341502070426941,0.18395426120448308,-0.04175974181778103,0.999975534585806,0.0,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the speed of light in a vacuum?,"300,000 km/s","The speed of light in a vacuum is approximately **299,792,458 meters per second** (m/s). This is often rounded to about **300,000 kilometers per second** or **186,282 miles per second**. It is also commonly expressed as **c**, the universal constant of light.",False,0.39290911496411884,2.6683692932128906,0.551000296163468,-0.1872676900851395,0.9900974867835878,1.0,0.24390243902439024,0.2
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the boiling point of water at sea level in Celsius?,100,The boiling point of water at sea level is **100°C**.,False,0.14273958988580185,0.6848285794258118,0.22924526630242295,-0.06752264557273027,0.9998828848203023,1.0,0.0,0.2
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the chemical symbol for gold?,Au,Au,False,0.02092945110052824,0.025260576978325844,0.004331125877797604,-0.0027914149686694145,0.9999377131462097,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the atomic number of hydrogen?,1,The atomic number of hydrogen is **1**.,False,0.07800893168618601,0.5235469341278076,0.15524181919772742,-0.02921705650028692,0.9999758221886375,0.01,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the chemical symbol for sodium?,Na,Na,False,0.18624556763097644,0.3679560720920563,0.18171050446107984,-0.05502425826853141,0.9999090731143951,0.0,0.0,0.8
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the atomic symbol for iron?,Fe,The atomic symbol for iron is **Fe**.,False,0.049163129660345556,0.4480225443840027,0.12690292632164635,-0.017073646703186087,0.999914824962616,0.0,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the freezing point of water in Celsius?,0,The freezing point of water is **0°C**.,False,0.1773356733387459,0.7098475694656372,0.24801556603191002,-0.07687882810681401,0.9997906982898712,0.0,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the atomic number of carbon?,6,The atomic number of carbon is **6**.,False,0.08792492335993271,0.48903927206993103,0.15697566470055188,-0.03117341052012793,0.9999795772812583,0.06,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What planet is closest to the Sun?,Mercury,Mercury is the planet closest to the Sun.,False,0.11579608657319279,0.40572085976600647,0.15169574961078916,-0.03361854267593403,0.9998171004382047,0.0,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,What is the largest planet in our solar system?,Jupiter,Jupiter is the largest planet in our solar system.,False,0.08728584312522496,0.46263813972473145,0.15629563266794216,-0.02866242011573898,0.9999505778153738,0.0,0.0,0.5
OLMo,allenai/olmo-3-7b-instruct,knowable,True,How many chromosomes do humans have?,46,Humans have 46 chromosomes.,False,0.4266943199826138,0.7756487131118774,0.3073251237136621,-0.20080912699735823,0.9982092806271144,0.46,0.0,0.8
